,site_no,analyze_start,analyze_end,analyze_range,quantile,valid,missing,threshold,hmf_years,annual_hmf,six_mo_hmf,three_mo_hmf,annual_duration,event_duration,event_hmf,inter_annual,intra_annual,timing,jan_hmf,feb_hmf,mar_hmf,apr_hmf,may_hmf,jun_hmf,jul_hmf,aug_hmf,sep_hmf,oct_hmf,nov_hmf,dec_hmf,dec_lat_va,dec_long_va,data_start,data_end,total_record,State,HCDN_2009
1,11342000,1990-10-01,2020-09-30,30,0.9,True,0.0,2860.0,30,0.2277435623476608,0.2087573205836563,0.1318353543595066,36.4,5.526582491582491,0.03785895088998408,1.0,5.7,139.3,0.08360956054962297,0.07063689093394226,0.07028677920409397,0.04793493915229825,0.0351470965346928,0.0209304537980832,0.0,0.0,0.0,0.0222393717153216,0.008465151389990402,0.06060330733072896,40.93959397,-122.4172351,1944-10-01,2020-09-30,76.0,CA,False
2,11372000,1990-10-01,2020-09-30,30,0.9,True,0.0,362.0,30,0.03144966846417849,0.02799461447777837,0.01977591479781254,36.5,4.739568302068302,0.004508665863857703,1.0,7.2,146.3333333333333,0.01168105261674557,0.01112351528025492,0.007928684097487593,0.003783701040364461,0.00409504319821728,0.003062359791416714,0.0,0.0,0.0,0.00217011250951488,0.0006005401975424493,0.005190777007680096,40.51320587,-122.5241795,1940-10-01,2020-09-30,80.0,CA,False
3,11374000,1990-10-01,2020-09-30,30,0.9,True,0.0,1630.0,30,0.2045859092773171,0.1962545040171878,0.1445192175163968,36.33333333333334,3.943871175121175,0.02200639683842185,1.0,9.0,130.8333333333333,0.07648952513194769,0.05581128136082688,0.04653284748300721,0.01872016594275638,0.0279154269825984,0.0079595257771008,0.0,0.0,0.0,0.0009133882039296,0.0099483878148984,0.0492098088931848,40.50487467,-122.2330577,1949-10-01,2020-09-30,71.0,CA,False
4,11376000,1990-10-01,2020-09-30,30,0.9,True,0.0,2120.0,30,0.2780932715640979,0.2715829340355533,0.1969240501916755,36.43333333333333,6.322302234802235,0.04884585444063943,1.0,5.3,129.8,0.128091821932032,0.1152370444672852,0.0832791015220608,0.03868647582492,0.0228125694147264,0.0178110699766272,0.0,0.0,0.0,0.0,0.006666918363503999,0.06275610192314203,40.38709797,-122.2386119,1940-10-01,2020-09-30,80.0,CA,False
5,11379500,1990-10-01,2020-09-30,30,0.9,True,0.0,246.0,30,0.0344946763890288,0.03291108959046586,0.02333209390679059,36.5,5.27013468013468,0.005060992638548113,1.0,6.1,133.0,0.01439687380184928,0.01336108268195477,0.01007884271813184,0.00518901197817888,0.00578300556972672,0.00234218832293376,0.0,0.0,0.0,0.0,0.00051133428916416,0.008639721751025054,40.02376507,-122.5119462,1948-10-01,2020-09-30,72.0,CA,False
6,11381500,1990-10-01,2020-09-30,30,0.9,True,0.0,608.3000000000011,30,0.0466006747124007,0.04266459950785435,0.02990074148585391,36.53333333333333,3.894168007918009,0.005372880043026113,1.0,8.033333333333333,133.7666666666667,0.01676192945088854,0.01331088146601326,0.01187694547241381,0.007398754351398925,0.00725776635792092,0.003248128063533664,0.0007158680048298027,0.0,0.0,0.000520019632353308,0.00177360416598758,0.01345438851787061,40.0546022,-122.0241541,1928-10-01,2020-09-30,92.0,CA,True
7,11383500,1990-10-01,2020-09-30,30,0.9,True,0.0,709.3000000000011,30,0.07021836553795571,0.06652822826256921,0.0431378079947563,36.53333333333333,5.465576923076923,0.011030495595865,1.0,5.9,136.2666666666667,0.02736365623648941,0.02209837450286327,0.02113395327954065,0.01721971384728906,0.008775071347310322,0.005403262093871,0.0,0.0,0.0,0.0,0.004303118623245116,0.01725445964823672,40.0140214,-121.9482872,1911-10-01,2020-09-30,109.0,CA,True
8,11418500,1990-10-01,2020-09-30,30,0.9,True,0.0,288.3000000000011,30,0.04408339313287436,0.04303421998612844,0.02847558676441364,36.53333333333333,4.728982221482221,0.006020836690814066,1.0,7.266666666666667,136.4333333333333,0.01496661452178093,0.01519855544396344,0.01324083627405652,0.00749232771079078,0.003577138106157489,0.0,0.0,0.0,0.0,0.0004596591185196425,0.00219800347074201,0.008011837639905307,39.22433764,-121.2685697,1935-10-01,2020-09-30,85.0,CA,False
10,11449500,1990-10-01,2020-09-30,30,0.9,True,0.0,148.0,30,0.03020688963920678,0.0298849202973216,0.02251501922686464,36.46666666666667,4.927805435305436,0.004263115180163503,1.0,7.333333333333333,124.2333333333333,0.01077023331713952,0.01069082155253448,0.006813908622322099,0.00226338820221528,0.0013246459028928,0.00010030959739584,0.0,0.0,0.0,0.00028624933891008,0.002907021064042368,0.007290239087898328,38.92739984,-122.8436046,1946-10-01,2020-09-30,74.0,CA,False
11,11289000,1990-10-01,2020-09-30,30,0.9,True,0.0,884.0,30,0.01306756775505888,0.000937935511910208,1.22328777312e-05,36.4,2.697729624572942,0.0009571371244400232,1.0,14.33333333333333,275.4,0.00022997810134656,0.00013700823058944,0.00197193989026944,0.00127938425528736,0.0018131843214912,0.00315825718846848,0.004825912447295404,0.00307643282853312,0.0008303899819897309,0.000469497847323456,0.0,0.0,37.67243198,-120.4749183,1909-01-01,2020-09-30,111.7,CA,False
12,11289500,1990-10-01,2020-09-30,30,0.9,True,0.0,1810.0,30,0.02226709957151232,0.00224350977590208,0.00013211507949696,36.4,2.876444838930133,0.00165564904191224,1.0,12.56666666666667,265.2333333333333,0.0,0.0010520274848832,0.00251018651044224,0.0027314268419808,0.002665328183315576,0.0046342218471696,0.0117553424301376,0.0041872687404352,0.000489315109248,0.0015535754718624,0.0,0.0029114249000256,37.66576548,-120.4410283,1900-10-01,2020-09-30,120.0,CA,False
13,11162630,1990-10-01,2020-09-30,30,0.9,True,0.0,36.53000000000011,30,0.006979739143896602,0.006973148069375031,0.005055271790001223,36.53333333333333,7.109835257335257,0.001282073164876956,1.0,4.933333333333334,132.0,0.002511467904384581,0.002950154190922576,0.002175758273846818,0.0008162335239524331,3.770784560642367e-05,0.0,0.0,0.0,0.0,4.690085322142055e-05,8.361905901939035e-05,0.001469944529476068,37.46660747,-122.434142,1966-07-01,2020-09-30,54.3,CA,False
14,11164500,1990-10-01,2020-09-30,30,0.9,True,0.0,40.0,30,0.01340615750015486,0.01338906409233846,0.00991995045179927,36.4,5.62502405002405,0.002068956909478189,1.0,5.866666666666666,135.0,0.0050492092499363,0.005706994253871961,0.003681064380447786,0.001155843840561984,9.0197085138048e-05,0.0,0.0,0.0,0.0,0.00024221097907776,0.0003452118095744641,0.002914591056614852,37.42327257,-122.1894095,1930-10-01,2020-09-30,90.0,CA,False
17,11176900,1990-10-01,2020-09-30,30,0.9,True,0.0,120.0,30,0.03838489461258681,0.03763607939040096,0.02792912780565735,36.46666666666667,3.101127190662795,0.0031270198333846,1.0,11.53333333333333,130.5,0.01196776680500943,0.01517331202698816,0.009594724682404424,0.0025634674890048,0.0005443630590384,0.0003302876987424,0.0,0.0,0.00015413425941312,0.001587582871955136,0.001060324567170449,0.004377958741877539,37.62659915,-121.8830126,1912-04-01,2020-09-30,108.5,CA,False
18,11179000,1990-10-01,2020-09-30,30,0.9,True,0.0,245.0,30,0.06469218748864167,0.06386508184897613,0.04458402773164973,36.36666666666667,4.204231601731601,0.00720525881320289,1.0,7.666666666666667,137.7666666666667,0.02000095897180752,0.02878484206871025,0.02013840155820046,0.006617497537469952,0.00164440458901656,0.0004844219581555201,0.0,0.0,0.0,0.00267227214038064,0.0009403485070077741,0.00689383824541776,37.58715679,-121.960793,1900-10-01,2020-09-30,120.0,CA,False
19,11180700,1990-10-01,2020-09-30,30,0.9,True,0.0,187.0,30,0.07278195263732064,0.07123375963165997,0.05091600990287348,36.5,4.501782661782661,0.008353153227681919,1.0,7.333333333333333,137.3666666666667,0.02485625019414987,0.02990018692873014,0.02015110827862639,0.007924621299307776,0.00296463791815632,0.0009345918586636801,0.0,0.0,0.00039634523849088,0.002324246768928,0.002784634720246927,0.01041409347012518,37.58576818,-122.0482955,1958-10-01,2020-09-30,62.0,CA,False
21,11181040,1990-10-01,2020-09-30,30,0.9,True,0.0,47.0,30,0.01074343515965637,0.01042251784525607,0.007601330806627623,36.5,3.133996743996744,0.000923141634425391,1.0,11.23333333333333,130.8333333333333,0.003531318639327521,0.003737614642178954,0.002475057763224144,0.000858654813852288,0.000314201464525872,0.00016228951123392,0.0,0.0,2.44657554624e-06,0.0004129066729577354,0.0003601236875287968,0.00177412406329116,37.6840977,-122.1399649,1967-10-01,2020-09-30,53.0,CA,False
22,11458000,1990-10-01,2020-09-30,30,0.9,True,0.0,435.0,30,0.1050601131339742,0.1047304778553775,0.08025020604473646,36.5,7.128423520923521,0.02043079694692342,1.0,5.033333333333333,124.7666666666667,0.04655844914854464,0.04091270001272364,0.02638295322482232,0.006969729136880935,0.001977811671580416,0.0,0.0,0.0,0.0,0.0,0.00353693271468096,0.02715481382944512,38.3682457,-122.3033085,1929-10-01,2020-09-30,91.0,CA,False
24,11459500,1990-10-01,2020-09-30,30,0.9,True,0.0,23.2,30,0.006857465822296992,0.006847916022414835,0.00526777074012027,36.43333333333333,6.876309523809524,0.001256815314312147,1.0,5.066666666666666,129.0666666666667,0.002810859524277199,0.003085366227298488,0.001610121949174872,0.0006314235088607557,1.4353243204608e-05,0.0,0.0,0.000177132069547776,0.0,3.3151098651552e-05,9.215434557503999e-05,0.001302671953785058,38.1076593,-122.5799419,1946-10-01,2020-09-30,74.0,CA,False
25,11376550,1990-10-01,2020-09-30,30,0.9,True,0.009947978461257612,872.0,29,0.05016154787184066,0.04303568568173164,0.02916545835737902,37.3448275862069,4.626125855390828,0.006517161041100777,0.97,7.448275862068965,138.8965517241379,0.01554945554168294,0.01492589015973399,0.01306239560850937,0.01022249165377536,0.01465474286442298,0.01168044097285901,0.0017003700046368,0.0,0.0,0.0,0.0018226987819488,0.01214350576565794,40.39820996,-122.1463869,1961-10-01,2020-09-30,59.0,CA,False
26,11390000,1990-10-01,2020-09-30,30,0.9,True,0.0,866.3000000000011,29,0.08055022651060036,0.07684301495005694,0.05020362897123595,37.79310344827586,6.124305866547245,0.01401977125346194,0.97,5.517241379310345,138.6551724137931,0.03234403094533084,0.02506018822185643,0.02347510366133358,0.01753635449386364,0.01038375593335178,0.003671575922242339,0.0,0.0,0.0,0.0,0.005290474961189371,0.02197815899950136,39.72599524,-121.7088643,1930-10-01,2020-09-30,90.0,CA,False
27,11402000,1990-10-01,2020-09-30,30,0.9,True,0.0,605.0,29,0.06691004477933363,0.06141545792584863,0.03476575414739639,37.75862068965517,5.627011494252873,0.01006104881143597,0.97,5.344827586206897,147.2068965517241,0.02592697270739184,0.02324939965332768,0.02069824186689007,0.01806306725788992,0.01299687654950313,0.004094344176632641,0.0,0.0,0.0,0.0,0.00259092350346816,0.01165907421308851,40.002947,-120.9543994,1933-10-01,2020-09-30,87.0,CA,False
28,11162500,1990-10-01,2020-09-30,30,0.9,True,0.0,84.0,29,0.01956314708996367,0.01953298671900571,0.01437312514611595,37.6551724137931,7.50087575259989,0.003853578284073333,0.97,4.827586206896552,129.4827586206897,0.008226687534512408,0.00944421531960596,0.00515749826160874,0.002027672881212787,0.00023487125243904,0.0,0.0,0.0,0.0,0.00017003700046368,0.000199477459536768,0.00329630181564348,37.26077707,-122.3288602,1951-04-14,2020-09-30,69.5,CA,True
29,11169500,1990-10-01,2020-09-30,30,0.9,True,0.0,17.0,29,0.004112221051054994,0.00409525531511193,0.003006048318393282,37.0,6.991912972085386,0.0007836191352787793,0.97,5.620689655172414,131.3793103448276,0.001551816267541056,0.001971428333564317,0.001168462239288349,0.000389844337753728,0.00011662010103744,0.0,0.0,0.0,0.0,0.000142146039236544,6.0430415992128e-05,0.000590307172454107,37.25438808,-122.039404,1933-10-01,2020-09-30,87.0,CA,False
30,11176400,1990-10-01,2020-09-30,30,0.9,True,0.0,49.0,29,0.02258965384180396,0.02257862737891108,0.01737725838640924,37.62068965517241,9.906896551724138,0.005742154567538914,0.97,3.517241379310345,137.7241379310345,0.01145549194346861,0.01206010289619648,0.006090571889597481,0.001260456901610954,0.000106589141297856,0.0,0.0,0.0,0.0,0.0,0.00023058974523312,0.003177105528807648,37.56132196,-121.6838389,1963-10-01,2020-09-30,57.0,CA,True
31,11180500,1990-10-01,2020-09-30,30,0.9,True,0.0,5.086000000000022,29,0.001630185682494529,0.001625769023080848,0.001189040946082427,37.79310344827586,8.294675056744023,0.0003746818124760592,0.97,5.068965517241379,135.6206896551724,0.000706504226241699,0.0007117390749716052,0.0004412690459252385,0.000149731952539604,2.114697573392509e-05,0.0,0.0,0.0,0.0,4.349522006105461e-05,3.005373401001211e-05,0.0003129228841454066,37.6060452,-122.0238504,1916-10-01,2020-09-30,104.0,CA,True
32,11182500,1990-10-01,2020-09-30,30,0.9,True,0.0,6.31,29,0.001376440871374404,0.001371652332477694,0.00100197223650061,37.75862068965517,6.256015823257203,0.0002387799169681354,0.97,5.862068965517241,135.3103448275862,0.0005519816952893914,0.0005920021398376862,0.0003999312192200832,0.0001456560596202163,1.90343577497472e-05,0.0,0.0,0.0,0.0,1.23307407530496e-05,2.28877142350752e-05,0.0002934341157642048,37.772983,-121.9946825,1952-10-01,2020-09-30,68.0,CA,False
34,11377100,1990-10-01,2020-09-30,30,0.9,True,0.0,17600.0,28,1.847741230218528,1.76708287712088,1.060144873034832,39.07142857142857,7.460969387755101,0.3567312484008409,0.93,4.892857142857143,142.7857142857143,0.6001321047792708,0.7392450341741472,0.7707099272058038,0.5048263982111616,0.267969924471744,0.095477610692016,0.000733972663872,0.0,0.0,0.0,0.051255757693728,0.218540360667888,40.28848836,-122.1866645,1900-10-01,2020-09-30,120.0,CA,False
35,11413000,1990-10-01,2020-09-30,30,0.9,True,0.0,1880.0,28,0.1252419497659872,0.0784538137750896,0.0478532701304928,38.96428571428572,6.271556122448979,0.02072570774074173,0.93,5.178571428571429,179.25,0.0375584297427072,0.02551058713685309,0.0232275163942752,0.02159424837391832,0.050005285747872,0.0327657630030192,0.005366155698086401,0.0,0.0,0.0006850411529472,0.007107301961827201,0.03803935659293952,39.5248937,-120.9380068,1930-10-01,2020-09-30,90.0,CA,False
36,11274630,1990-10-01,2020-09-30,30,0.9,True,0.0,13.0,28,0.00469637651640384,0.00467898835448592,0.003489550701602112,38.07142857142857,10.39226190476191,0.001292710664910031,0.93,3.428571428571428,134.6071428571429,0.001894473582447441,0.002578957524887459,0.001498308617944179,0.000401564599656192,0.00016147398605184,2.44657554624e-06,0.0,0.0,0.0,0.0,1.7615343932928e-05,0.0004523050937121513,37.48659935,-121.2091026,1965-06-18,2020-09-30,55.3,CA,True
37,11284400,1990-10-01,2020-09-30,30,0.9,True,0.0,15.0,28,0.006094777934245968,0.006048389114335297,0.004155630894065952,38.53571428571428,6.402581941867656,0.001002197190943009,0.93,5.75,141.9642857142857,0.002316395485584157,0.002233921529832768,0.001691766213965856,0.0007282447987696264,0.000141140224845312,1.4312466945504e-05,0.0,0.0,0.0,0.0,1.467945327744e-05,0.001320329444607648,37.8418714,-120.1849103,1969-05-01,2020-09-30,51.4,CA,True
38,11176500,1990-10-01,2020-09-30,30,0.9,True,0.0,12.3,28,0.01460992684307774,0.01428861283392816,0.01028170751976418,38.89285714285715,11.43469060701204,0.004468265243577569,0.93,4.214285714285714,170.2857142857143,0.00967427349069767,0.01564226230740365,0.006444019020737895,0.002320536129349536,4.783055192899199e-05,0.0001045666388462976,0.000272120365130544,0.000204479347320192,0.000184118401940928,0.0002997462806735041,0.00053661556980864,0.0006875855915152897,37.62326509,-121.7588418,1912-04-01,2020-09-30,108.5,CA,False
39,11389500,1990-10-01,2020-09-30,30,0.9,True,0.0,23400.0,27,1.181052630079168,1.129602052480832,0.6799939582092159,40.25925925925926,9.591681363903588,0.277374598267707,0.9,3.925925925925926,143.3333333333333,0.429537113401536,0.3994279236791424,0.4490238730154477,0.399226760800896,0.2284612245078912,0.08228649087187201,0.0,0.0,0.0,0.0,0.014924110832064,0.2030469505260258,39.2140566,-122.0002508,1921-04-11,2020-09-30,99.5,CA,False
40,11390500,1990-10-01,2020-09-30,30,0.9,True,0.0,22030.00000000011,27,0.3843769533742996,0.3650036996044442,0.2274581285339265,40.5925925925926,10.78086419753087,0.1027841877423134,0.9,3.62962962962963,143.3333333333333,0.1448821262224186,0.1237920624958431,0.138349984125848,0.1200099673776153,0.0741475495547113,0.0260641848192752,0.0,0.0,0.0,0.0,0.004991014114329066,0.07183522199998277,39.00989476,-121.82469,1938-10-01,2020-09-30,82.0,CA,False
41,11427000,1990-10-01,2020-09-30,30,0.9,True,0.0,2113.000000000011,27,0.1908203878872604,0.1648622213416543,0.1045854865393942,40.5925925925926,4.860496499385388,0.02410195588304626,0.9,7.185185185185185,150.8888888888889,0.07732695602957046,0.05341956061367605,0.05299990852392881,0.02937199573405209,0.03522273649533035,0.01882604931752417,0.0,0.0,0.0,0.002762183791704907,0.00825841575633308,0.05407767870502015,38.93600919,-121.023833,1941-10-01,2020-09-30,79.0,CA,False
42,11452500,1990-10-01,2020-09-30,30,0.9,True,0.0,970.3000000000011,27,0.3109129226588707,0.3076815128615696,0.1833381980606229,40.5925925925926,11.31388888888889,0.09097252114098986,0.9,3.666666666666667,141.5555555555555,0.1239706165945982,0.1259376352701145,0.1239907483134385,0.06740057798468246,0.01561052206731708,0.009195454190543028,0.0,0.0,0.0,0.0,0.001247019555918525,0.02698984667719669,38.727126,-121.8071874,1903-01-01,2020-09-30,117.7,CA,False
43,11264500,1990-10-01,2020-09-30,30,0.9,True,0.0,1110.0,27,0.084275466177056,0.0058156006873216,0.0018448991896832,40.51851851851852,11.76556437389771,0.02356351384802917,0.9,3.814814814814815,234.7407407407407,0.0227286868245696,0.0039634523849088,2.44657554624e-05,0.005104022603846401,0.031877973228416,0.05209789475017061,0.0289837649711232,0.0006850411529472001,0.0,0.0031560824546496,0.0,0.0003914520873984,37.73131496,-119.5590514,1915-08-23,2020-09-30,105.1,CA,True
44,11266500,1990-10-01,2020-09-30,30,0.9,True,0.0,2023.000000000011,27,0.1410760701976539,0.01614640185218351,0.005383009885182703,40.5925925925926,12.62367724867725,0.04115801172754268,0.9,3.481481481481481,227.0,0.05757159246634644,0.008178902051080258,0.001740738501149707,0.01287899609136593,0.06372868212563744,0.08060419834210412,0.03718620074888607,0.0,0.0,0.002488167330526053,0.0003107150943724533,0.002830687906999653,37.71627778,-119.6656667,1916-10-01,2020-09-30,104.0,CA,True
45,11335000,1990-10-01,2020-09-30,30,0.9,True,0.0,1370.0,27,0.1726412442117888,0.1648593216965632,0.0949706258704896,40.33333333333334,7.249764844209288,0.03219250633265767,0.9,4.814814814814815,149.6296296296296,0.0715944460315644,0.0529893312236352,0.06151791882243168,0.04377576072369024,0.01882083842934807,0.0007706712970656,0.0,0.0,0.0,0.0,0.0,0.0382399757877312,38.50018619,-121.0452212,1907-10-01,2020-09-30,113.0,CA,False
46,11425500,1990-10-01,2020-09-30,30,0.9,True,0.0,41100.0,26,1.755173296872576,1.644399884063587,0.9297081174771471,42.11538461538461,17.31730769230769,0.7393982588093189,0.87,2.230769230769231,146.8461538461538,0.5877394043111492,0.8430334737986216,0.676111152203424,0.801498148948224,0.33535560523104,0.266309748208224,0.0,0.0,0.0,0.0,0.0,0.292855092884928,38.77434584,-121.5982928,1929-10-01,2020-09-30,91.0,CA,False
47,11454000,1990-10-01,2020-09-30,30,0.9,True,0.0,686.0,26,0.09146880256044229,0.08884221551343471,0.04641492567831375,41.92307692307692,10.45314407814408,0.02500526047078874,0.87,4.538461538461538,220.8076923076923,0.1380561804484128,0.09907744078636488,0.07472012978505196,0.03954535976251392,0.00315499508774016,0.0010629011539776,0.0008540676113374332,0.000224106320035584,0.0,0.0,0.0,0.0,38.51518487,-122.0819159,1930-06-28,2020-09-30,90.3,CA,False
48,11253310,1990-10-01,2020-09-30,30,0.9,True,0.0,4.88,26,0.001848763280431609,0.001787309066672438,0.0009961787520967038,42.11538461538461,9.392857142857142,0.0004199881604109145,0.87,3.5,149.5,0.0008042208380203968,0.0007494652437280433,0.000835107980514696,0.0003867228568675181,0.0001731441514074048,7.034720220622081e-05,1.6147398605184e-06,0.0,0.0,0.0,0.0,0.0002715209541217152,36.40217399,-120.4334917,1966-10-01,2020-09-30,54.0,CA,True
49,11274500,1990-10-01,2020-09-30,30,0.9,True,0.0,18.0,26,0.01622053239420468,0.01618788002056833,0.01258446004710064,41.73076923076923,14.04358974358974,0.005776131185341621,0.87,3.076923076923077,135.6153846153846,0.007551528122920083,0.009372251465542384,0.003781560613843793,0.0008072758311997293,0.00019246394297088,0.0,0.0,0.0,0.0,0.00027156988563264,0.0,0.002305245032185536,37.31549247,-121.1252081,1932-04-01,2020-09-30,88.5,CA,True
50,11277300,1990-10-01,2020-09-30,30,0.9,True,0.0,18.0,26,0.05519237302687574,0.01323374355744894,0.009071027004204842,42.11538461538461,9.45982905982906,0.01097613727194285,0.87,4.0,223.6153846153846,0.007960932558039887,0.01215201840939677,0.002267639127226872,0.01336617230047747,0.02215237847911316,0.02915933589246528,0.0223243619858356,0.00305087970616128,0.003392386701337152,0.01037967830744141,0.003297494521222272,0.01123390015941111,37.96769944,-119.9174029,1956-11-01,2020-09-30,63.9,CA,False
51,11348500,1990-10-01,2020-09-30,30,0.9,True,0.0,563.6000000000022,25,0.07201381599252071,0.04734448587206926,0.02284721851663377,43.84,9.328793650793651,0.0151940490304461,0.83,3.88,175.08,0.01705342198939232,0.0258680102367274,0.02278024840420653,0.01746348149366488,0.02636573884743717,0.01292272306885613,0.0,0.0,0.0,0.0,0.003458968507274075,0.004883731776626954,41.40600116,-120.9277458,1904-01-01,2020-09-30,116.7,CA,False
53,11421000,1990-10-01,2020-09-30,30,0.9,True,0.0,5250.0,24,0.5990562553745952,0.4975407001157544,0.3236350520695824,45.58333333333334,8.6942791005291,0.1188117137195255,0.8,4.416666666666667,159.0416666666667,0.3256836883962939,0.1879321714747092,0.1464927884570304,0.152788642862688,0.153196405453728,0.07127792032026961,0.0138965491026432,0.0,0.0,0.0,0.0089789322547008,0.1963009889525664,39.1757251,-121.5249647,1943-10-01,2020-09-30,77.0,CA,False
54,11345500,1990-10-01,2020-09-30,30,0.9,True,0.0,185.0,23,0.01461445946618989,0.001383272539274129,2.935890655488e-05,47.47826086956522,12.34601449275362,0.004080252433350548,0.77,3.826086956521739,236.7391304347826,0.0005994110088288,3.792192096672e-05,0.00034007400092736,0.003079993955161536,0.00838965705884928,0.00596203276445952,0.001139859546993216,0.0008329477655153455,0.0002568904323552,0.0,0.0,0.0,41.2307286,-120.4371726,1928-10-01,2020-09-30,92.0,CA,False
55,11424000,1990-10-01,2020-09-30,30,0.9,True,0.0,1210.0,23,0.1658905867770524,0.1630259659309549,0.09672376862785086,47.39130434782609,14.95217391304348,0.05611350435602076,0.77,3.391304347826087,157.0,0.0714522388279392,0.0645834779818704,0.05705800475233717,0.02938989651179904,0.007320697717804799,0.0,0.0,0.0,0.0,0.0,0.0,0.0556473607992288,39.0001727,-121.4066238,1928-10-23,2020-09-30,91.9,CA,False
56,11224500,1990-10-01,2020-09-30,30,0.9,True,0.0,6.806000000000021,23,0.004803015419933923,0.004610132722510853,0.002623057464929575,47.65217391304348,10.47924430641822,0.001050916261667188,0.77,4.0,147.4782608695652,0.001901715669260676,0.001633974021937756,0.001973430241078501,0.0006835361012236706,0.0004747904018738589,0.0002003843235392401,1.573637391341552e-05,0.0,0.0,5.353107295173017e-06,5.123129193826508e-06,0.0003988423765984087,36.21467719,-120.4707116,1945-05-01,2020-09-30,75.4,CA,True
57,11278000,1990-10-01,2020-09-30,30,0.9,True,0.0,478.0,23,0.05521282770764661,0.01891819859772572,0.01088949501061457,47.60869565217391,16.57919254658385,0.01959768062955985,0.77,3.565217391304348,206.3478260869565,0.02651745371547686,0.00969374007679392,0.00356466057087168,0.00921063735055059,0.02421828434589782,0.02053264061426458,0.00555512453313408,0.0,0.0,0.0017676508321584,0.00256401117245952,0.01194173524119744,37.969088,-119.882124,1909-10-01,2020-09-30,111.0,CA,False
59,11370500,1990-10-01,2020-09-30,30,0.9,True,0.0,14800.0,22,1.252090639778007,1.191126425484881,0.6491432172050967,48.09090909090909,10.74804435330751,0.290357080164268,0.73,5.136363636363637,194.7727272727273,0.547788264803136,0.8502828653402495,0.6908376550105993,0.367689722405544,0.129423846396096,0.014085284930496,0.015151292847072,0.003704814398592,0.0,0.0,0.00122328777312,0.1696455483762816,40.6009835,-122.4444553,1938-10-01,2020-09-30,82.0,CA,False
60,11200800,1990-10-01,2020-09-30,30,0.9,True,0.0,61.0,22,0.01185779545836553,0.01055093488874556,0.006490731561780908,49.45454545454545,11.30449134199134,0.003117215252619152,0.73,4.5,139.1363636363636,0.00415812989623104,0.004695048375393024,0.003069259604952408,0.002807238421379565,0.002955847721729472,0.001800312615700704,0.00085874801673024,0.0,0.0,0.0,0.001240740012016512,0.002356449819555384,35.94161745,-118.8228702,1968-09-01,2020-09-30,52.1,CA,False
61,11276500,1990-10-01,2020-09-30,30,0.9,True,0.0,910.3000000000011,22,0.2645026407849834,0.02448441616133903,0.01505141060605404,49.81818181818182,18.30454545454545,0.09620971394975465,0.73,3.0,243.5,0.1008798941556685,0.08607419758004249,0.01777278106932853,0.02866342667960214,0.1026611724136195,0.1147515860507619,0.08387748412186125,0.004746723546037525,0.0,0.0,0.0,0.01443234914726975,37.93742147,-119.7982326,1910-10-01,2020-09-30,110.0,CA,False
62,11276900,1990-10-01,2020-09-30,30,0.9,True,0.0,1560.0,22,0.2707847572982557,0.02594704574766894,0.01464942712300887,49.68181818181818,18.15432900432901,0.09180683476114272,0.73,3.136363636363636,243.7727272727273,0.1061324471958912,0.0314629615246464,0.0138394623398976,0.0345048704538048,0.106252329397657,0.1191470058141149,0.07899102774973964,0.004770822315168,0.0,0.0,0.0,0.01569885975504,37.8815908,-119.9701824,1966-10-01,2020-09-30,54.0,CA,False
63,11276600,1990-10-01,2020-09-30,30,0.9,True,0.03312950625171118,890.7000000000007,21,0.2888703203416876,0.03211879522571538,0.01990120276649952,50.47619047619047,16.83174603174603,0.09078785901398581,0.7,3.0,243.4761904761905,0.1271911015525974,0.03641597216549106,0.01217097936988012,0.03464758736066878,0.1087878959102131,0.1246117284610501,0.0945997549202696,0.005595807589360121,0.0,0.0,0.0,0.01809837949827398,37.87936848,-119.947126,1970-10-01,2020-09-30,50.0,CA,False
64,11278400,1990-10-01,2020-09-30,30,0.9,True,0.0,1623.000000000011,21,0.1134992026692159,0.03717373486395985,0.02308996448023087,52.19047619047619,12.31659451659451,0.02471358026734842,0.7,4.238095238095238,211.8571428571429,0.06812244950950624,0.01604922976139093,0.00573966623147886,0.01750087914844287,0.03742552366510082,0.03637599104343915,0.03950520485592922,0.01974875780924912,0.00293833723103416,0.005255244273323413,0.002414770064138853,0.01680112359113918,37.8902017,-119.9699046,1963-04-01,2020-09-30,57.5,CA,False
66,11278300,1990-10-01,2020-09-30,30,0.9,True,0.03312950625171118,631.0,20,0.1112438328270958,0.04148792715414211,0.02769193230644938,52.9,11.2203373015873,0.02009840860005887,0.67,4.4,210.35,0.04846339947028609,0.02044638135072,0.00761415086248992,0.01572920894217312,0.03576342969104976,0.03542869738006503,0.03544913211105601,0.01515898208450304,0.00568584156946176,0.0112420146349728,0.00334202219616384,0.01998892997537184,37.89436824,-119.962682,1956-06-01,2020-09-30,64.3,CA,False
68,11446500,1990-10-01,2020-09-30,30,0.9,True,0.0,7170.0,18,0.984801025707072,0.8259652636192608,0.5707643275996033,60.72222222222222,17.77522045855379,0.2942734610776447,0.6,3.555555555555555,163.0,0.4763509772702016,0.3723421082226782,0.2079231637878011,0.171858587165835,0.1878211581092986,0.0837860378004216,0.07763595852106081,0.0,0.0,0.0,0.0001712602882368,0.3781671821823168,38.6354601,-121.2277262,1904-10-01,2020-09-30,116.0,CA,False
