,datetime,00060_Mean,site_no
15728,1991-10-24 00:00:00+00:00,0.0,11447650
15729,1991-10-25 00:00:00+00:00,0.0,11447650
15730,1991-10-26 00:00:00+00:00,0.0,11447650
15731,1991-10-27 00:00:00+00:00,0.0,11447650
15732,1991-10-28 00:00:00+00:00,0.0,11447650
15733,1991-10-29 00:00:00+00:00,0.0,11447650
15734,1991-10-30 00:00:00+00:00,0.0,11447650
15735,1991-10-31 00:00:00+00:00,0.0,11447650
15736,1991-11-01 00:00:00+00:00,0.0,11447650
15737,1991-11-02 00:00:00+00:00,0.0,11447650
15738,1991-11-03 00:00:00+00:00,0.0,11447650
15739,1991-11-04 00:00:00+00:00,0.0,11447650
15740,1991-11-05 00:00:00+00:00,0.0,11447650
15741,1991-11-06 00:00:00+00:00,0.0,11447650
15742,1991-11-07 00:00:00+00:00,0.0,11447650
15743,1991-11-08 00:00:00+00:00,0.0,11447650
15744,1991-11-09 00:00:00+00:00,0.0,11447650
15745,1991-11-10 00:00:00+00:00,0.0,11447650
15746,1991-11-11 00:00:00+00:00,0.0,11447650
15747,1991-11-12 00:00:00+00:00,0.0,11447650
15748,1991-11-13 00:00:00+00:00,0.0,11447650
15749,1991-11-14 00:00:00+00:00,0.0,11447650
15750,1991-11-15 00:00:00+00:00,0.0,11447650
15751,1991-11-16 00:00:00+00:00,0.0,11447650
15752,1991-11-17 00:00:00+00:00,0.0,11447650
15753,1991-11-18 00:00:00+00:00,0.0,11447650
15754,1991-11-19 00:00:00+00:00,0.0,11447650
15755,1991-11-20 00:00:00+00:00,0.0,11447650
15756,1991-11-21 00:00:00+00:00,0.0,11447650
15757,1991-11-22 00:00:00+00:00,0.0,11447650
15758,1991-11-23 00:00:00+00:00,0.0,11447650
15759,1991-11-24 00:00:00+00:00,0.0,11447650
15760,1991-11-25 00:00:00+00:00,0.0,11447650
15761,1991-11-26 00:00:00+00:00,0.0,11447650
15762,1991-11-27 00:00:00+00:00,0.0,11447650
15763,1991-11-28 00:00:00+00:00,0.0,11447650
15764,1991-11-29 00:00:00+00:00,0.0,11447650
15765,1991-11-30 00:00:00+00:00,0.0,11447650
15766,1991-12-01 00:00:00+00:00,0.0,11447650
15767,1991-12-02 00:00:00+00:00,0.0,11447650
15768,1991-12-03 00:00:00+00:00,0.0,11447650
15769,1991-12-04 00:00:00+00:00,0.0,11447650
15770,1991-12-05 00:00:00+00:00,0.0,11447650
15771,1991-12-06 00:00:00+00:00,0.0,11447650
15772,1991-12-07 00:00:00+00:00,0.0,11447650
15773,1991-12-08 00:00:00+00:00,0.0,11447650
15774,1991-12-09 00:00:00+00:00,0.0,11447650
15775,1991-12-10 00:00:00+00:00,0.0,11447650
15776,1991-12-11 00:00:00+00:00,0.0,11447650
15777,1991-12-12 00:00:00+00:00,0.0,11447650
15778,1991-12-13 00:00:00+00:00,0.0,11447650
15779,1991-12-14 00:00:00+00:00,0.0,11447650
15780,1991-12-15 00:00:00+00:00,0.0,11447650
15781,1991-12-16 00:00:00+00:00,0.0,11447650
15782,1991-12-17 00:00:00+00:00,0.0,11447650
15783,1991-12-18 00:00:00+00:00,0.0,11447650
15784,1991-12-19 00:00:00+00:00,0.0,11447650
15785,1991-12-20 00:00:00+00:00,0.0,11447650
15786,1991-12-21 00:00:00+00:00,0.0,11447650
15787,1991-12-22 00:00:00+00:00,0.0,11447650
15788,1991-12-23 00:00:00+00:00,0.0,11447650
15789,1991-12-24 00:00:00+00:00,0.0,11447650
15790,1991-12-25 00:00:00+00:00,0.0,11447650
15791,1991-12-26 00:00:00+00:00,0.0,11447650
15792,1991-12-27 00:00:00+00:00,0.0,11447650
15793,1991-12-28 00:00:00+00:00,0.0,11447650
15794,1991-12-29 00:00:00+00:00,0.0,11447650
15795,1991-12-30 00:00:00+00:00,0.0,11447650
15796,1991-12-31 00:00:00+00:00,0.0,11447650
15797,1992-01-01 00:00:00+00:00,0.0,11447650
15798,1992-01-02 00:00:00+00:00,0.0,11447650
15799,1992-01-03 00:00:00+00:00,0.0,11447650
15800,1992-01-04 00:00:00+00:00,0.0,11447650
15801,1992-01-05 00:00:00+00:00,0.0,11447650
15802,1992-01-06 00:00:00+00:00,0.0,11447650
15803,1992-01-07 00:00:00+00:00,0.0,11447650
15804,1992-01-08 00:00:00+00:00,0.0,11447650
15805,1992-01-09 00:00:00+00:00,0.0,11447650
15806,1992-01-10 00:00:00+00:00,0.0,11447650
15807,1992-01-11 00:00:00+00:00,0.0,11447650
15808,1992-01-12 00:00:00+00:00,0.0,11447650
15809,1992-01-13 00:00:00+00:00,0.0,11447650
15810,1992-01-14 00:00:00+00:00,0.0,11447650
15811,1992-01-15 00:00:00+00:00,0.0,11447650
15812,1992-01-16 00:00:00+00:00,0.0,11447650
15813,1992-01-17 00:00:00+00:00,0.0,11447650
15814,1992-01-18 00:00:00+00:00,0.0,11447650
15815,1992-01-19 00:00:00+00:00,0.0,11447650
15816,1992-01-20 00:00:00+00:00,0.0,11447650
15817,1992-01-21 00:00:00+00:00,0.0,11447650
15818,1992-01-22 00:00:00+00:00,0.0,11447650
15819,1992-01-23 00:00:00+00:00,0.0,11447650
