,index,datetime,00060_Mean,00060_Mean_cd,site_no,flow_bool
257,3459,1991-09-12 00:00:00+00:00,0.0,"A, e",09516500,0
258,3460,1991-09-13 00:00:00+00:00,0.0,"A, e",09516500,0
259,3461,1991-09-14 00:00:00+00:00,0.0,"A, e",09516500,0
260,3462,1991-09-15 00:00:00+00:00,0.0,"A, e",09516500,0
261,3463,1991-09-16 00:00:00+00:00,0.0,"A, e",09516500,0
262,3464,1991-09-17 00:00:00+00:00,0.0,"A, e",09516500,0
263,3465,1991-09-18 00:00:00+00:00,0.0,"A, e",09516500,0
264,3466,1991-09-19 00:00:00+00:00,0.0,"A, e",09516500,0
265,3467,1991-09-20 00:00:00+00:00,0.0,"A, e",09516500,0
266,3468,1991-09-21 00:00:00+00:00,0.0,"A, e",09516500,0
267,3469,1991-09-22 00:00:00+00:00,0.0,"A, e",09516500,0
268,3470,1991-09-23 00:00:00+00:00,0.0,"A, e",09516500,0
269,3471,1991-09-24 00:00:00+00:00,0.0,"A, e",09516500,0
270,3472,1991-09-25 00:00:00+00:00,0.0,"A, e",09516500,0
271,3473,1991-09-26 00:00:00+00:00,0.0,"A, e",09516500,0
272,3474,1991-09-27 00:00:00+00:00,0.0,"A, e",09516500,0
273,3475,1991-09-28 00:00:00+00:00,0.0,"A, e",09516500,0
274,3476,1991-09-29 00:00:00+00:00,0.0,"A, e",09516500,0
275,3477,1991-09-30 00:00:00+00:00,0.0,"A, e",09516500,0
276,3478,1991-10-01 00:00:00+00:00,0.0,"A, e",09516500,0
277,3479,1991-10-02 00:00:00+00:00,0.0,"A, e",09516500,0
278,3480,1991-10-03 00:00:00+00:00,0.0,"A, e",09516500,0
279,3481,1991-10-04 00:00:00+00:00,0.0,"A, e",09516500,0
280,3482,1991-10-05 00:00:00+00:00,0.0,"A, e",09516500,0
281,3483,1991-10-06 00:00:00+00:00,0.0,"A, e",09516500,0
282,3484,1991-10-07 00:00:00+00:00,0.0,"A, e",09516500,0
283,3485,1991-10-08 00:00:00+00:00,0.0,"A, e",09516500,0
284,3486,1991-10-09 00:00:00+00:00,0.0,"A, e",09516500,0
285,3487,1991-10-10 00:00:00+00:00,0.0,"A, e",09516500,0
286,3488,1991-10-11 00:00:00+00:00,0.0,"A, e",09516500,0
287,3489,1991-10-12 00:00:00+00:00,0.0,"A, e",09516500,0
288,3490,1991-10-13 00:00:00+00:00,0.0,"A, e",09516500,0
289,3491,1991-10-14 00:00:00+00:00,0.0,"A, e",09516500,0
290,3492,1991-10-15 00:00:00+00:00,0.0,"A, e",09516500,0
291,3493,1991-10-16 00:00:00+00:00,0.0,"A, e",09516500,0
292,3494,1991-10-17 00:00:00+00:00,0.0,"A, e",09516500,0
293,3495,1991-10-18 00:00:00+00:00,0.0,"A, e",09516500,0
294,3496,1991-10-19 00:00:00+00:00,0.0,"A, e",09516500,0
295,3497,1991-10-20 00:00:00+00:00,0.0,"A, e",09516500,0
296,3498,1991-10-21 00:00:00+00:00,0.0,"A, e",09516500,0
297,3499,1991-10-22 00:00:00+00:00,0.0,"A, e",09516500,0
298,3500,1991-10-23 00:00:00+00:00,0.0,"A, e",09516500,0
299,3501,1991-10-24 00:00:00+00:00,0.0,"A, e",09516500,0
300,3502,1991-10-25 00:00:00+00:00,0.0,"A, e",09516500,0
301,3503,1991-10-26 00:00:00+00:00,0.0,"A, e",09516500,0
302,3504,1991-10-27 00:00:00+00:00,0.0,"A, e",09516500,0
303,3505,1991-10-28 00:00:00+00:00,0.0,"A, e",09516500,0
304,3506,1991-10-29 00:00:00+00:00,0.0,"A, e",09516500,0
305,3507,1991-10-30 00:00:00+00:00,0.0,"A, e",09516500,0
306,3508,1991-10-31 00:00:00+00:00,0.0,"A, e",09516500,0
307,3509,1991-11-01 00:00:00+00:00,0.0,"A, e",09516500,0
308,3510,1991-11-02 00:00:00+00:00,0.0,"A, e",09516500,0
309,3511,1991-11-03 00:00:00+00:00,0.0,"A, e",09516500,0
310,3512,1991-11-04 00:00:00+00:00,0.0,"A, e",09516500,0
311,3513,1991-11-05 00:00:00+00:00,0.0,"A, e",09516500,0
312,3514,1991-11-06 00:00:00+00:00,0.0,"A, e",09516500,0
313,3515,1991-11-07 00:00:00+00:00,0.0,"A, e",09516500,0
314,3516,1991-11-08 00:00:00+00:00,0.0,"A, e",09516500,0
315,3517,1991-11-09 00:00:00+00:00,0.0,"A, e",09516500,0
316,3518,1991-11-10 00:00:00+00:00,0.0,"A, e",09516500,0
317,3519,1991-11-11 00:00:00+00:00,1512000.0,A,09516500,1
318,3520,1991-11-12 00:00:00+00:00,0.0,"A, e",09516500,0
319,3521,1991-11-13 00:00:00+00:00,0.0,"A, e",09516500,0
320,3522,1991-11-14 00:00:00+00:00,0.0,"A, e",09516500,0
321,3523,1991-11-15 00:00:00+00:00,0.0,"A, e",09516500,0
322,3524,1991-11-16 00:00:00+00:00,0.0,"A, e",09516500,0
323,3525,1991-11-17 00:00:00+00:00,0.0,"A, e",09516500,0
324,3526,1991-11-18 00:00:00+00:00,0.0,"A, e",09516500,0
325,3527,1991-11-19 00:00:00+00:00,0.0,"A, e",09516500,0
326,3528,1991-11-20 00:00:00+00:00,0.0,"A, e",09516500,0
327,3529,1991-11-21 00:00:00+00:00,0.0,"A, e",09516500,0
328,3530,1991-11-22 00:00:00+00:00,2116800.0,A,09516500,1
329,3531,1991-11-23 00:00:00+00:00,13435200.0,A,09516500,1
330,3532,1991-11-24 00:00:00+00:00,0.0,"A, e",09516500,0
331,3533,1991-11-25 00:00:00+00:00,0.0,"A, e",09516500,0
332,3534,1991-11-26 00:00:00+00:00,0.0,"A, e",09516500,0
333,3535,1991-11-27 00:00:00+00:00,0.0,"A, e",09516500,0
334,3536,1991-11-28 00:00:00+00:00,0.0,"A, e",09516500,0
335,3537,1991-11-29 00:00:00+00:00,0.0,"A, e",09516500,0
336,3538,1991-11-30 00:00:00+00:00,0.0,"A, e",09516500,0
337,3539,1991-11-30 00:00:00+00:00,0.0,"A, e",09516500,0
338,3540,1991-12-01 00:00:00+00:00,0.0,"A, e",09516500,0
339,3541,1991-12-02 00:00:00+00:00,0.0,"A, e",09516500,0
340,3542,1991-12-03 00:00:00+00:00,0.0,"A, e",09516500,0
341,3543,1991-12-04 00:00:00+00:00,0.0,"A, e",09516500,0
342,3544,1991-12-05 00:00:00+00:00,0.0,"A, e",09516500,0
343,3545,1991-12-06 00:00:00+00:00,0.0,"A, e",09516500,0
344,3546,1991-12-07 00:00:00+00:00,0.0,"A, e",09516500,0
345,3547,1991-12-08 00:00:00+00:00,0.0,"A, e",09516500,0
346,3548,1991-12-09 00:00:00+00:00,0.0,"A, e",09516500,0
347,3549,1991-12-10 00:00:00+00:00,0.0,"A, e",09516500,0
348,3550,1991-12-11 00:00:00+00:00,0.0,"A, e",09516500,0
349,3551,1991-12-12 00:00:00+00:00,0.0,"A, e",09516500,0
350,3552,1991-12-13 00:00:00+00:00,0.0,"A, e",09516500,0
351,3553,1991-12-14 00:00:00+00:00,0.0,"A, e",09516500,0
352,3554,1991-12-15 00:00:00+00:00,0.0,"A, e",09516500,0
353,3555,1991-12-16 00:00:00+00:00,0.0,"A, e",09516500,0
354,3556,1991-12-17 00:00:00+00:00,0.0,"A, e",09516500,0
355,3557,1991-12-18 00:00:00+00:00,0.0,"A, e",09516500,0
356,3558,1991-12-19 00:00:00+00:00,0.0,A,09516500,0
357,3559,1991-12-20 00:00:00+00:00,8769600.0,A,09516500,1
358,3560,1991-12-21 00:00:00+00:00,0.0,A,09516500,0
359,3561,1991-12-22 00:00:00+00:00,0.0,A,09516500,0
360,3562,1991-12-23 00:00:00+00:00,0.0,"A, e",09516500,0
361,3563,1991-12-24 00:00:00+00:00,0.0,"A, e",09516500,0
362,3564,1991-12-25 00:00:00+00:00,0.0,"A, e",09516500,0
363,3565,1991-12-26 00:00:00+00:00,0.0,"A, e",09516500,0
364,3566,1991-12-27 00:00:00+00:00,0.0,"A, e",09516500,0
365,3567,1991-12-28 00:00:00+00:00,0.0,"A, e",09516500,0
366,3568,1991-12-29 00:00:00+00:00,0.0,"A, e",09516500,0
367,3569,1991-12-30 00:00:00+00:00,0.0,"A, e",09516500,0
368,3570,1992-01-01 00:00:00+00:00,0.0,"A, e",09516500,0
369,3571,1992-01-02 00:00:00+00:00,0.0,"A, e",09516500,0
370,3572,1992-01-03 00:00:00+00:00,0.0,"A, e",09516500,0
371,3573,1992-01-04 00:00:00+00:00,0.0,"A, e",09516500,0
372,3574,1992-01-05 00:00:00+00:00,0.0,"A, e",09516500,0
373,3575,1992-01-06 00:00:00+00:00,0.0,"A, e",09516500,0
374,3576,1992-01-07 00:00:00+00:00,0.0,"A, e",09516500,0
375,3577,1992-01-08 00:00:00+00:00,0.0,"A, e",09516500,0
376,3578,1992-01-09 00:00:00+00:00,0.0,"A, e",09516500,0
377,3579,1992-01-10 00:00:00+00:00,0.0,"A, e",09516500,0
378,3580,1992-01-11 00:00:00+00:00,0.0,"A, e",09516500,0
379,3581,1992-01-12 00:00:00+00:00,0.0,"A, e",09516500,0
380,3582,1992-01-13 00:00:00+00:00,0.0,"A, e",09516500,0
381,3583,1992-01-14 00:00:00+00:00,0.0,"A, e",09516500,0
382,3584,1992-01-15 00:00:00+00:00,0.0,"A, e",09516500,0
383,3585,1992-01-16 00:00:00+00:00,0.0,"A, e",09516500,0
