,datetime,00060_Mean,00060_Mean_cd,site_no
92,1970-04-03 00:00:00+00:00,20000.0,A,11447650
93,1970-04-04 00:00:00+00:00,19000.0,A,11447650
94,1970-04-05 00:00:00+00:00,18000.0,A,11447650
95,1970-04-06 00:00:00+00:00,17400.0,A,11447650
96,1970-04-07 00:00:00+00:00,17000.0,A,11447650
97,1970-04-08 00:00:00+00:00,16400.0,A,11447650
98,1970-04-09 00:00:00+00:00,15900.0,A,11447650
99,1970-04-10 00:00:00+00:00,15500.0,A,11447650
100,1970-04-11 00:00:00+00:00,15400.0,A,11447650
101,1970-04-12 00:00:00+00:00,14700.0,A,11447650
102,1970-04-13 00:00:00+00:00,14200.0,A,11447650
103,1970-04-14 00:00:00+00:00,14800.0,A,11447650
104,1970-04-15 00:00:00+00:00,13800.0,A,11447650
105,1970-04-16 00:00:00+00:00,13500.0,A,11447650
106,1970-04-17 00:00:00+00:00,13400.0,A,11447650
107,1970-04-18 00:00:00+00:00,12800.0,A,11447650
108,1970-04-19 00:00:00+00:00,12100.0,A,11447650
109,1970-04-20 00:00:00+00:00,11600.0,A,11447650
110,1970-04-21 00:00:00+00:00,11100.0,A,11447650
111,1970-04-22 00:00:00+00:00,11100.0,A,11447650
112,1970-04-23 00:00:00+00:00,10800.0,A,11447650
113,1970-04-24 00:00:00+00:00,10600.0,A,11447650
114,1970-04-25 00:00:00+00:00,11100.0,A,11447650
115,1970-04-26 00:00:00+00:00,11500.0,A,11447650
116,1970-04-27 00:00:00+00:00,12000.0,A,11447650
117,1970-04-28 00:00:00+00:00,12500.0,A,11447650
118,1970-04-29 00:00:00+00:00,14400.0,A,11447650
119,1970-04-30 00:00:00+00:00,15500.0,A,11447650
120,1970-05-01 00:00:00+00:00,15600.0,A,11447650
121,1970-05-02 00:00:00+00:00,15300.0,A,11447650
122,1970-05-03 00:00:00+00:00,15200.0,A,11447650
123,1970-05-04 00:00:00+00:00,15100.0,A,11447650
124,1970-05-05 00:00:00+00:00,15500.0,A,11447650
125,1970-05-06 00:00:00+00:00,15500.0,A,11447650
126,1970-05-07 00:00:00+00:00,15200.0,A,11447650
127,1970-05-08 00:00:00+00:00,14900.0,A,11447650
128,1970-05-09 00:00:00+00:00,14200.0,A,11447650
129,1970-05-10 00:00:00+00:00,14200.0,A,11447650
130,1970-05-11 00:00:00+00:00,15200.0,A,11447650
131,1970-05-12 00:00:00+00:00,17100.0,A,11447650
132,1970-05-13 00:00:00+00:00,17500.0,A,11447650
133,1970-05-14 00:00:00+00:00,17500.0,A,11447650
134,1970-05-15 00:00:00+00:00,17400.0,A,11447650
135,1970-05-16 00:00:00+00:00,16600.0,A,11447650
136,1970-05-17 00:00:00+00:00,15600.0,A,11447650
137,1970-05-18 00:00:00+00:00,15000.0,A,11447650
138,1970-05-19 00:00:00+00:00,13700.0,A,11447650
139,1970-05-20 00:00:00+00:00,13500.0,A,11447650
140,1970-05-21 00:00:00+00:00,13200.0,A,11447650
141,1970-05-22 00:00:00+00:00,13000.0,A,11447650
142,1970-05-23 00:00:00+00:00,12800.0,A,11447650
143,1970-05-24 00:00:00+00:00,12800.0,A,11447650
144,1970-05-25 00:00:00+00:00,12400.0,A,11447650
145,1970-05-26 00:00:00+00:00,12400.0,A,11447650
146,1970-05-27 00:00:00+00:00,12100.0,A,11447650
147,1970-05-28 00:00:00+00:00,10700.0,A,11447650
148,1970-05-29 00:00:00+00:00,10600.0,A,11447650
149,1970-05-30 00:00:00+00:00,10800.0,A,11447650
150,1970-05-31 00:00:00+00:00,11600.0,A,11447650
151,1970-06-01 00:00:00+00:00,11800.0,A,11447650
152,1970-06-02 00:00:00+00:00,11200.0,A,11447650
153,1970-06-03 00:00:00+00:00,10100.0,A,11447650
154,1970-06-04 00:00:00+00:00,10400.0,A,11447650
155,1970-06-05 00:00:00+00:00,11200.0,A,11447650
156,1970-06-06 00:00:00+00:00,11100.0,A,11447650
157,1970-06-07 00:00:00+00:00,10700.0,A,11447650
158,1970-06-08 00:00:00+00:00,10900.0,A,11447650
159,1970-06-09 00:00:00+00:00,11200.0,A,11447650
160,1970-06-10 00:00:00+00:00,11500.0,A,11447650
161,1970-06-11 00:00:00+00:00,12600.0,A,11447650
162,1970-06-12 00:00:00+00:00,12900.0,A,11447650
163,1970-06-13 00:00:00+00:00,12700.0,A,11447650
164,1970-06-14 00:00:00+00:00,12700.0,A,11447650
165,1970-06-15 00:00:00+00:00,12300.0,A,11447650
166,1970-06-16 00:00:00+00:00,12100.0,A,11447650
167,1970-06-17 00:00:00+00:00,12100.0,A,11447650
168,1970-06-18 00:00:00+00:00,12300.0,A,11447650
169,1970-06-19 00:00:00+00:00,11800.0,A,11447650
170,1970-06-20 00:00:00+00:00,11700.0,A,11447650
171,1970-06-21 00:00:00+00:00,11900.0,A,11447650
172,1970-06-22 00:00:00+00:00,11900.0,A,11447650
173,1970-06-23 00:00:00+00:00,12200.0,A,11447650
174,1970-06-24 00:00:00+00:00,12000.0,A,11447650
175,1970-06-25 00:00:00+00:00,11600.0,A,11447650
176,1970-06-26 00:00:00+00:00,11600.0,A,11447650
177,1970-06-27 00:00:00+00:00,11800.0,A,11447650
178,1970-06-28 00:00:00+00:00,12000.0,A,11447650
179,1970-06-29 00:00:00+00:00,12400.0,A,11447650
180,1970-06-30 00:00:00+00:00,12900.0,A,11447650
181,1970-07-01 00:00:00+00:00,13200.0,A,11447650
182,1970-07-02 00:00:00+00:00,13600.0,A,11447650
183,1970-07-03 00:00:00+00:00,13300.0,A,11447650
184,1970-07-04 00:00:00+00:00,13100.0,A,11447650
185,1970-07-05 00:00:00+00:00,13000.0,A,11447650
186,1970-07-06 00:00:00+00:00,13200.0,A,11447650
187,1970-07-07 00:00:00+00:00,12600.0,A,11447650
188,1970-07-08 00:00:00+00:00,12200.0,A,11447650
189,1970-07-09 00:00:00+00:00,12000.0,A,11447650
190,1970-07-10 00:00:00+00:00,11900.0,A,11447650
191,1970-07-11 00:00:00+00:00,12300.0,A,11447650
192,1970-07-12 00:00:00+00:00,12400.0,A,11447650
193,1970-07-13 00:00:00+00:00,12900.0,A,11447650
194,1970-07-14 00:00:00+00:00,13100.0,A,11447650
195,1970-07-15 00:00:00+00:00,13500.0,A,11447650
196,1970-07-16 00:00:00+00:00,13400.0,A,11447650
197,1970-07-17 00:00:00+00:00,12900.0,A,11447650
198,1970-07-18 00:00:00+00:00,12900.0,A,11447650
199,1970-07-19 00:00:00+00:00,13100.0,A,11447650
200,1970-07-20 00:00:00+00:00,13000.0,A,11447650
201,1970-07-21 00:00:00+00:00,13300.0,A,11447650
202,1970-07-22 00:00:00+00:00,13600.0,A,11447650
203,1970-07-23 00:00:00+00:00,13600.0,A,11447650
204,1970-07-24 00:00:00+00:00,13700.0,A,11447650
205,1970-07-25 00:00:00+00:00,13700.0,A,11447650
206,1970-07-26 00:00:00+00:00,13700.0,A,11447650
207,1970-07-27 00:00:00+00:00,13900.0,A,11447650
208,1970-07-28 00:00:00+00:00,13900.0,A,11447650
209,1970-07-29 00:00:00+00:00,13800.0,A,11447650
210,1970-07-30 00:00:00+00:00,13800.0,A,11447650
211,1970-07-31 00:00:00+00:00,13800.0,A,11447650
212,1970-08-01 00:00:00+00:00,13500.0,A,11447650
213,1970-08-02 00:00:00+00:00,13600.0,A,11447650
214,1970-08-03 00:00:00+00:00,13600.0,A,11447650
215,1970-08-04 00:00:00+00:00,14000.0,A,11447650
216,1970-08-05 00:00:00+00:00,14100.0,A,11447650
217,1970-08-06 00:00:00+00:00,14100.0,A,11447650
218,1970-08-07 00:00:00+00:00,14400.0,A,11447650
219,1970-08-08 00:00:00+00:00,14600.0,A,11447650
220,1970-08-09 00:00:00+00:00,14600.0,A,11447650
221,1970-08-10 00:00:00+00:00,14800.0,A,11447650
222,1970-08-11 00:00:00+00:00,14800.0,A,11447650
223,1970-08-12 00:00:00+00:00,15000.0,A,11447650
224,1970-08-13 00:00:00+00:00,14800.0,A,11447650
225,1970-08-14 00:00:00+00:00,15000.0,A,11447650
226,1970-08-15 00:00:00+00:00,15100.0,A,11447650
227,1970-08-16 00:00:00+00:00,15000.0,A,11447650
228,1970-08-17 00:00:00+00:00,15000.0,A,11447650
229,1970-08-18 00:00:00+00:00,14900.0,A,11447650
230,1970-08-19 00:00:00+00:00,14900.0,A,11447650
231,1970-08-20 00:00:00+00:00,14900.0,A,11447650
232,1970-08-21 00:00:00+00:00,15000.0,A,11447650
233,1970-08-22 00:00:00+00:00,15200.0,A,11447650
234,1970-08-23 00:00:00+00:00,15300.0,A,11447650
235,1970-08-24 00:00:00+00:00,14500.0,A,11447650
236,1970-08-25 00:00:00+00:00,14400.0,A,11447650
237,1970-08-26 00:00:00+00:00,14800.0,A,11447650
238,1970-08-27 00:00:00+00:00,16100.0,A,11447650
239,1970-08-28 00:00:00+00:00,16800.0,A,11447650
240,1970-08-29 00:00:00+00:00,16900.0,A,11447650
241,1970-08-30 00:00:00+00:00,17300.0,A,11447650
242,1970-08-31 00:00:00+00:00,17300.0,A,11447650
243,1970-09-01 00:00:00+00:00,16700.0,A,11447650
244,1970-09-02 00:00:00+00:00,17200.0,A,11447650
245,1970-09-03 00:00:00+00:00,17500.0,A,11447650
246,1970-09-04 00:00:00+00:00,17700.0,A,11447650
247,1970-09-05 00:00:00+00:00,17900.0,A,11447650
248,1970-09-06 00:00:00+00:00,18000.0,A,11447650
249,1970-09-07 00:00:00+00:00,18000.0,A,11447650
250,1970-09-08 00:00:00+00:00,18000.0,A,11447650
251,1970-09-09 00:00:00+00:00,18600.0,A,11447650
252,1970-09-10 00:00:00+00:00,19600.0,A,11447650
253,1970-09-11 00:00:00+00:00,20200.0,A,11447650
254,1970-09-12 00:00:00+00:00,20500.0,A,11447650
255,1970-09-13 00:00:00+00:00,21500.0,A,11447650
256,1970-09-14 00:00:00+00:00,20500.0,A,11447650
257,1970-09-15 00:00:00+00:00,20600.0,A,11447650
258,1970-09-16 00:00:00+00:00,20000.0,A,11447650
259,1970-09-17 00:00:00+00:00,20000.0,A,11447650
260,1970-09-18 00:00:00+00:00,19800.0,A,11447650
261,1970-09-19 00:00:00+00:00,19700.0,A,11447650
262,1970-09-20 00:00:00+00:00,19800.0,A,11447650
263,1970-09-21 00:00:00+00:00,19900.0,A,11447650
264,1970-09-22 00:00:00+00:00,18900.0,A,11447650
265,1970-09-23 00:00:00+00:00,17700.0,A,11447650
266,1970-09-24 00:00:00+00:00,17300.0,A,11447650
267,1970-09-25 00:00:00+00:00,16900.0,A,11447650
268,1970-09-26 00:00:00+00:00,16400.0,A,11447650
269,1970-09-27 00:00:00+00:00,16600.0,A,11447650
270,1970-09-28 00:00:00+00:00,16700.0,A,11447650
271,1970-09-29 00:00:00+00:00,16800.0,A,11447650
272,1970-09-30 00:00:00+00:00,16400.0,A,11447650
273,1970-10-01 00:00:00+00:00,16300.0,A,11447650
274,1970-10-02 00:00:00+00:00,16700.0,A,11447650
275,1970-10-03 00:00:00+00:00,16500.0,A,11447650
276,1970-10-04 00:00:00+00:00,16400.0,A,11447650
277,1970-10-05 00:00:00+00:00,15900.0,A,11447650
278,1970-10-06 00:00:00+00:00,15400.0,A,11447650
279,1970-10-07 00:00:00+00:00,14900.0,A,11447650
280,1970-10-08 00:00:00+00:00,14400.0,A,11447650
281,1970-10-09 00:00:00+00:00,14300.0,A,11447650
282,1970-10-10 00:00:00+00:00,14600.0,A,11447650
283,1970-10-11 00:00:00+00:00,14500.0,A,11447650
284,1970-10-12 00:00:00+00:00,14400.0,A,11447650
285,1970-10-13 00:00:00+00:00,14400.0,A,11447650
286,1970-10-14 00:00:00+00:00,14500.0,A,11447650
287,1970-10-15 00:00:00+00:00,14600.0,A,11447650
288,1970-10-16 00:00:00+00:00,14400.0,A,11447650
289,1970-10-17 00:00:00+00:00,14300.0,A,11447650
290,1970-10-18 00:00:00+00:00,14300.0,A,11447650
291,1970-10-19 00:00:00+00:00,14200.0,A,11447650
292,1970-10-20 00:00:00+00:00,14600.0,A,11447650
293,1970-10-21 00:00:00+00:00,15100.0,A,11447650
294,1970-10-22 00:00:00+00:00,15400.0,A,11447650
295,1970-10-23 00:00:00+00:00,15700.0,A,11447650
296,1970-10-24 00:00:00+00:00,16200.0,A,11447650
297,1970-10-25 00:00:00+00:00,16200.0,A,11447650
298,1970-10-26 00:00:00+00:00,16300.0,A,11447650
299,1970-10-27 00:00:00+00:00,16200.0,A,11447650
300,1970-10-28 00:00:00+00:00,15900.0,A,11447650
301,1970-10-29 00:00:00+00:00,15600.0,A,11447650
302,1970-10-30 00:00:00+00:00,15500.0,A,11447650
303,1970-10-31 00:00:00+00:00,15400.0,A,11447650
304,1970-11-01 00:00:00+00:00,15100.0,A,11447650
305,1970-11-02 00:00:00+00:00,15000.0,A,11447650
306,1970-11-03 00:00:00+00:00,15300.0,A,11447650
307,1970-11-04 00:00:00+00:00,16000.0,A,11447650
308,1970-11-05 00:00:00+00:00,16100.0,A,11447650
309,1970-11-06 00:00:00+00:00,17300.0,A,11447650
310,1970-11-07 00:00:00+00:00,18400.0,A,11447650
311,1970-11-08 00:00:00+00:00,20300.0,A,11447650
312,1970-11-09 00:00:00+00:00,20800.0,A,11447650
313,1970-11-10 00:00:00+00:00,19900.0,A,11447650
314,1970-11-11 00:00:00+00:00,21300.0,A,11447650
315,1970-11-12 00:00:00+00:00,23800.0,A,11447650
316,1970-11-13 00:00:00+00:00,22100.0,A,11447650
317,1970-11-14 00:00:00+00:00,21000.0,A,11447650
318,1970-11-15 00:00:00+00:00,20200.0,A,11447650
319,1970-11-16 00:00:00+00:00,19600.0,A,11447650
320,1970-11-17 00:00:00+00:00,19600.0,A,11447650
321,1970-11-18 00:00:00+00:00,20000.0,A,11447650
322,1970-11-19 00:00:00+00:00,21600.0,A,11447650
323,1970-11-20 00:00:00+00:00,23000.0,A,11447650
324,1970-11-21 00:00:00+00:00,23700.0,A,11447650
325,1970-11-22 00:00:00+00:00,23900.0,A,11447650
326,1970-11-23 00:00:00+00:00,24300.0,A,11447650
327,1970-11-24 00:00:00+00:00,24300.0,A,11447650
328,1970-11-25 00:00:00+00:00,24500.0,A,11447650
329,1970-11-26 00:00:00+00:00,25100.0,A,11447650
330,1970-11-27 00:00:00+00:00,27900.0,A,11447650
331,1970-11-28 00:00:00+00:00,30400.0,A,11447650
332,1970-11-29 00:00:00+00:00,38100.0,A,11447650
333,1970-11-30 00:00:00+00:00,47000.0,A,11447650
334,1970-12-01 00:00:00+00:00,53700.0,A,11447650
335,1970-12-02 00:00:00+00:00,65900.0,A,11447650
336,1970-12-03 00:00:00+00:00,70500.0,A,11447650
337,1970-12-04 00:00:00+00:00,71000.0,A,11447650
338,1970-12-05 00:00:00+00:00,73200.0,A,11447650
339,1970-12-06 00:00:00+00:00,72300.0,A,11447650
340,1970-12-07 00:00:00+00:00,71800.0,A,11447650
341,1970-12-08 00:00:00+00:00,71100.0,A,11447650
342,1970-12-09 00:00:00+00:00,70500.0,A,11447650
343,1970-12-10 00:00:00+00:00,69700.0,A,11447650
344,1970-12-11 00:00:00+00:00,70300.0,A,11447650
345,1970-12-12 00:00:00+00:00,70400.0,A,11447650
346,1970-12-13 00:00:00+00:00,69600.0,A,11447650
347,1970-12-14 00:00:00+00:00,68500.0,A,11447650
348,1970-12-15 00:00:00+00:00,67200.0,A,11447650
349,1970-12-16 00:00:00+00:00,66000.0,A,11447650
350,1970-12-17 00:00:00+00:00,65400.0,A,11447650
351,1970-12-18 00:00:00+00:00,65200.0,A,11447650
352,1970-12-19 00:00:00+00:00,64700.0,A,11447650
353,1970-12-20 00:00:00+00:00,63900.0,A,11447650
354,1970-12-21 00:00:00+00:00,63400.0,A,11447650
355,1970-12-22 00:00:00+00:00,63100.0,A,11447650
356,1970-12-23 00:00:00+00:00,62700.0,A,11447650
357,1970-12-24 00:00:00+00:00,62200.0,A,11447650
358,1970-12-25 00:00:00+00:00,60100.0,A,11447650
359,1970-12-26 00:00:00+00:00,56800.0,A,11447650
360,1970-12-27 00:00:00+00:00,53300.0,A,11447650
361,1970-12-28 00:00:00+00:00,50400.0,A,11447650
362,1970-12-29 00:00:00+00:00,49000.0,A,11447650
363,1970-12-30 00:00:00+00:00,50000.0,A,11447650
364,1970-12-31 00:00:00+00:00,51200.0,A,11447650
365,1971-01-01 00:00:00+00:00,51400.0,A,11447650
366,1971-01-02 00:00:00+00:00,51300.0,A,11447650
367,1971-01-03 00:00:00+00:00,50900.0,A,11447650
368,1971-01-04 00:00:00+00:00,48600.0,A,11447650
369,1971-01-05 00:00:00+00:00,45000.0,A,11447650
370,1971-01-06 00:00:00+00:00,42400.0,A,11447650
371,1971-01-07 00:00:00+00:00,40200.0,A,11447650
372,1971-01-08 00:00:00+00:00,38400.0,A,11447650
373,1971-01-09 00:00:00+00:00,36800.0,A,11447650
374,1971-01-10 00:00:00+00:00,35500.0,A,11447650
375,1971-01-11 00:00:00+00:00,34600.0,A,11447650
376,1971-01-12 00:00:00+00:00,35600.0,A,11447650
377,1971-01-13 00:00:00+00:00,38700.0,A,11447650
378,1971-01-14 00:00:00+00:00,40100.0,A,11447650
379,1971-01-15 00:00:00+00:00,40100.0,A,11447650
380,1971-01-16 00:00:00+00:00,43200.0,A,11447650
381,1971-01-17 00:00:00+00:00,46500.0,A,11447650
382,1971-01-18 00:00:00+00:00,52100.0,A,11447650
383,1971-01-19 00:00:00+00:00,61100.0,A,11447650
384,1971-01-20 00:00:00+00:00,70500.0,A,11447650
385,1971-01-21 00:00:00+00:00,71700.0,A,11447650
386,1971-01-22 00:00:00+00:00,71400.0,A,11447650
