,State,dataset_ID,analyze_start,analyze_end,analyze_range,quantile,site_no,valid,threshold,hmf_years,annual_hmf,six_mo_hmf,three_mo_hmf,duration,inter_annual,intra_annual,CoM,jan_hmf,feb_hmf,mar_hmf,apr_hmf,may_hmf,jun_hmf,jul_hmf,aug_hmf,sep_hmf,oct_hmf,nov_hmf,dec_hmf,mk_trend,mk_h,mk_p,mk_z,mk_tau,mk_s,mk_var_s,mk_slope,mk_int,dec_lat_va,dec_long_va,data_start,data_end,total_record,HCDN_2009
10,MS,45.0,1970-10-01,2020-09-30,50.0,0.9,02435020,False,848.7000000000007,39.0,0.16977214925089354,0.136595480748248,0.0783245440719147,36.58974358974359,78.0,15.512820512820513,195.0,0.027877396324940726,0.029949677656922635,0.031880143431539415,0.02252187923280801,0.028854601465458297,0.007846872390548992,0.010468468611640363,0.005597240583608637,0.012628336086055363,0.011231227460973466,0.014964061371921139,0.030388855548924697,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23555556,-88.69583330,1970-10-01,2020-09-30,50.0,False
11,MS,47.5,1970-10-01,2020-09-30,50.0,0.95,02435020,False,1750.0,39.0,0.11309138630728616,0.09135387624247533,0.05263211327025378,18.102564102564102,78.0,10.461538461538462,188.0,0.0238567329067824,0.021384599383854,0.02381926640896931,0.0180702257567104,0.0247208983407936,0.0070793410984416,0.0089259231178656,0.0074946764233152,0.012171713342544,0.00804434039603712,0.013123159388304,0.0218861473708332,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23555556,-88.69583330,1970-10-01,2020-09-30,50.0,False
12,MS,27.0,1990-10-01,2020-09-30,30.0,0.9,02436500,True,2250.0,30.0,0.3498456236590426,0.26780134376624837,0.1658623270566125,36.46666666666667,100.0,16.466666666666665,199.0,0.0473394892657824,0.0683005252581936,0.046706000954702405,0.0486702516075408,0.06290660797919091,0.0266187419430912,0.023594774567938563,0.01238945856615936,0.017270599196866913,0.0241986709652688,0.0228020840909568,0.06684420788565563,no trend,False,0.568058623631595,-0.5709129921120505,-0.07586206896551724,-33.0,3141.6666666666665,-4.700596535600006e-08,6.503954911321001e-06,34.05916667,-88.62805560,1939-10-01,2020-09-30,81.0,False
13,MS,28.5,1990-10-01,2020-09-30,30.0,0.95,02436500,True,4160.0,30.0,0.23124053432841984,0.17759854995192578,0.11325442861099584,18.2,100.0,10.933333333333334,190.0,0.0343203578813592,0.05388533709082676,0.03196793471739034,0.03851441774030943,0.05599559005197696,0.028366684250016,0.029349120252695038,0.015623831438288641,0.0174510738605376,0.015182113344212949,0.020441138688835202,0.05111711841277441,no trend,False,0.5924901808547871,-0.5352309301050473,-0.07126436781609195,-31.0,3141.6666666666665,-4.320554647021052e-08,4.806471734677053e-06,34.05916667,-88.62805560,1939-10-01,2020-09-30,81.0,False
14,MS,45.0,1970-10-01,2020-09-30,50.0,0.9,02436500,True,2247.0000000000073,50.0,0.3651842822516608,0.2895799600641979,0.16663063333064979,35.88,100.0,15.78,199.0,0.054489423777366035,0.06314035180383426,0.06656071878582324,0.051217978015525495,0.05906725399992145,0.021440941195712066,0.024766334743795148,0.010963669617058235,0.016373490968898258,0.019389600519061204,0.03392360488027722,0.07410223817996281,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.05916667,-88.62805560,1939-10-01,2020-09-30,81.0,False
15,MS,47.5,1970-10-01,2020-09-30,50.0,0.95,02436500,True,4380.0,50.0,0.235542103453819,0.18819499485276403,0.10858734109898842,17.9,100.0,10.26,191.0,0.035063604657820095,0.04534399575797198,0.04966059043757952,0.04170373365198372,0.05463297293813391,0.0211663735828992,0.028415227415616,0.0126854942072544,0.0185097032159424,0.01393080116029056,0.029415993317625604,0.05763933615951204,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.05916667,-88.62805560,1939-10-01,2020-09-30,81.0,False
16,MS,27.0,1990-10-01,2020-09-30,30.0,0.9,02439400,True,3030.0,30.0,0.28822861852698817,0.23614510277344897,0.15303819356840448,36.36666666666667,100.0,8.133333333333333,177.0,0.05582008903279335,0.06907247361392345,0.0441627274225872,0.05229608416512919,0.07665447396442752,0.037461149238844804,0.0107404666479936,0.0109606584471552,0.010434644704713602,0.0235931435175744,0.028811485276408803,0.0583233028029288,no trend,False,0.802761791874143,-0.24977443404902208,-0.034482758620689655,-15.0,3141.6666666666665,-2.9065220402999966e-08,6.415838952597499e-06,33.79000000,-88.31527780,1966-07-27,2020-09-30,54.2,False
17,MS,28.5,1990-10-01,2020-09-30,30.0,0.95,02439400,True,4551.999999999989,30.0,0.19205569106473125,0.15694619024093226,0.10711955887628107,18.266666666666666,100.0,5.633333333333334,173.0,0.04109128483147789,0.07751845093673713,0.029274177780699816,0.03722872456195211,0.06886457742519951,0.032592056139236276,0.01727037678090824,0.0,0.017277716507546986,0.044723400985267336,0.03919658682631113,0.049183624709660256,no trend,False,0.7481053914270006,-0.3211385580630284,-0.04367816091954023,-19.0,3141.6666666666665,-2.3136529369058802e-08,4.130078704484352e-06,33.79000000,-88.31527780,1966-07-27,2020-09-30,54.2,False
18,MS,45.0,1970-10-01,2020-09-30,50.0,0.9,02439400,True,3079.0000000000146,49.0,0.29109141149676676,0.24264577050340497,0.13626432183304282,37.285714285714285,98.0,7.8979591836734695,178.0,0.06088743630416532,0.0650559646187798,0.062419132400428505,0.05427231921857825,0.06900594557887738,0.02119570336355457,0.00995336834368887,0.007689586941832214,0.00810844067534853,0.024967303449379065,0.03643822580889693,0.057324488336176094,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79000000,-88.31527780,1966-07-27,2020-09-30,54.2,False
19,MS,47.5,1970-10-01,2020-09-30,50.0,0.95,02439400,True,4710.0,48.0,0.1910072111143896,0.15812319695996882,0.0903795588975384,18.958333333333332,96.0,5.8125,172.0,0.04306116877591002,0.05471724026828756,0.0510432114431484,0.03617189987011539,0.06754608781766602,0.02523398018391936,0.010781242907097602,0.0,0.0157559465177856,0.02415748694357376,0.03884672652319872,0.04951304311232936,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79000000,-88.31527780,1966-07-27,2020-09-30,54.2,False
20,MS,27.0,1990-10-01,2017-10-12,27.0,0.9,02441390,False,14700.0,7.0,0.9332637176528641,0.801008833838976,0.41434504429536007,30.0,25.925925925925924,9.142857142857142,191.0,0.25293513522211203,0.164042890375392,0.213586045186752,0.257869062573696,0.18006796020326402,0.012722192840448001,0.146060560110528,0.0,0.0,0.034007400092736,0.045750962714688,0.18165823430832,increasing,True,0.0009076589805960822,3.3176877287249504,0.3386243386243386,128.0,1465.3333333333333,0.0,0.0,33.51750000,-88.48944440,1900-10-01,2017-10-12,117.0,False
21,MS,28.5,1990-10-01,2017-10-12,27.0,0.95,02441390,False,23400.0,7.0,0.458418355206912,0.40567717664582403,0.23280913876435202,15.142857142857142,25.925925925925924,6.428571428571429,184.0,0.206674469268624,0.07474288293763201,0.0870002264242944,0.12457147156272001,0.07608849948806401,0.0,0.054558634681152005,0.0,0.0,0.010275617294208,0.013823151836256,0.12599864063136001,increasing,True,0.0009076589805960822,3.3176877287249504,0.3386243386243386,128.0,1465.3333333333333,0.0,0.0,33.51750000,-88.48944440,1900-10-01,2017-10-12,117.0,False
22,MS,45.0,1970-10-01,2017-10-12,47.0,0.9,02441390,False,14700.0,7.0,0.9332637176528641,0.801008833838976,0.41434504429536007,30.0,14.893617021276595,9.142857142857142,191.0,0.25293513522211203,0.164042890375392,0.213586045186752,0.257869062573696,0.18006796020326402,0.012722192840448001,0.146060560110528,0.0,0.0,0.034007400092736,0.045750962714688,0.18165823430832,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.51750000,-88.48944440,1900-10-01,2017-10-12,117.0,False
23,MS,47.5,1970-10-01,2017-10-12,47.0,0.95,02441390,False,23400.0,7.0,0.458418355206912,0.40567717664582403,0.23280913876435202,15.142857142857142,14.893617021276595,6.428571428571429,184.0,0.206674469268624,0.07474288293763201,0.0870002264242944,0.12457147156272001,0.07608849948806401,0.0,0.054558634681152005,0.0,0.0,0.010275617294208,0.013823151836256,0.12599864063136001,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.51750000,-88.48944440,1900-10-01,2017-10-12,117.0,False
24,MS,27.0,1990-10-01,2020-09-30,30.0,0.9,02443500,False,2543.000000000011,30.0,0.24137115124525305,0.21152154318831567,0.12336490205583218,36.53333333333333,100.0,7.933333333333334,179.0,0.05763561119313962,0.06260673903956773,0.0421367834547602,0.06750413314418387,0.056285183044133345,0.016549554460597082,0.01565612623549891,0.0038403080824146573,0.005313350442546647,0.022296254596771554,0.01769811973890899,0.03921927325410329,no trend,False,0.7481053914270006,0.3211385580630284,0.04367816091954023,19.0,3141.6666666666665,2.567823134863639e-08,4.433600850396773e-06,33.51416667,-88.39527780,1928-08-10,2020-09-30,92.1,False
25,MS,28.5,1990-10-01,2020-09-30,30.0,0.95,02443500,False,3800.0,29.0,0.1668168008567841,0.147895491770208,0.08974629656326379,18.79310344827586,96.66666666666667,5.655172413793103,172.0,0.04356964746451402,0.05822238156164641,0.030697183378673283,0.054132415467570194,0.0425187645763776,0.0214564675405248,0.0140188778799552,0.0020551234588416,0.000122328777312,0.0287227969128576,0.007311183257347201,0.04695166671353502,no trend,False,0.9147523390847367,-0.10704618602100947,-0.016091954022988506,-7.0,3141.6666666666665,-5.757758808666753e-09,3.442998183349668e-06,33.51416667,-88.39527780,1928-08-10,2020-09-30,92.1,False
