,analyze_start,analyze_end,analyze_range,quantile,site_no,valid,threshold,hmf_years,annual_hmf,six_mo_hmf,three_mo_hmf,duration,inter_annual,intra_annual,CoM,jan_hmf,feb_hmf,mar_hmf,apr_hmf,may_hmf,jun_hmf,jul_hmf,aug_hmf,sep_hmf,oct_hmf,nov_hmf,dec_hmf,mk_trend,mk_h,mk_p,mk_z,mk_tau,mk_s,mk_var_s,mk_slope,mk_int,dec_lat_va,dec_long_va,data_start,data_end,total_record,State,HCDN_2009
0,1970-10-01,2020-09-30,50.0,0.9,11342000,True,2730.0,49.0,0.23883720132960823,0.2198532729941815,0.13183646946536778,37.204081632653065,98.0,6.142857142857143,160.0,0.08207934747562368,0.0725029071041856,0.07564150352339961,0.04066012831807181,0.031789912984007566,0.0207632711357568,0.0,0.0,0.0,0.0109912406414832,0.03827573343033009,0.05550007695134515,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.93959397,-122.41723510,1944-10-01,2020-09-30,76.0,CA,False
1,1970-10-01,2020-09-30,50.0,0.9,11345500,True,194.0,40.0,0.014720922732948769,0.001293076340576496,6.6485690469072e-05,45.525,80.0,3.85,255.0,0.0007380502897824,0.00011254247512704,0.001287388052431488,0.00202984217819712,0.008440817881854823,0.006421945121712743,0.000925131766551552,0.00064725515284416,6.52420145664e-05,0.0,0.0,0.00022019179916160002,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.23072860,-120.43717260,1928-10-01,2020-09-30,92.0,CA,False
2,1970-10-01,2020-09-30,50.0,0.9,11348500,False,609.0,43.0,0.06935410115716836,0.0496193400359278,0.023592441786603777,42.325581395348834,86.0,4.674418604651163,190.0,0.016684977977480555,0.026056146071053443,0.025241488639906096,0.01384571469962688,0.02111010234533568,0.01818137666109024,0.0029725892886816,0.0,0.0,0.0,0.00332978931843264,0.00835220115227232,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.40600116,-120.92774580,1904-01-01,2020-09-30,116.7,CA,False
3,1970-10-01,2020-09-30,50.0,0.9,11355500,False,193.0,24.0,0.00473473532586096,0.00103785773484456,0.0004199954687712,42.916666666666664,48.0,4.0,225.0,0.0006958060853506561,0.0013472476007961602,0.00037983085355376,0.00033133623111936003,0.001411796418957792,0.003654054677368911,0.0014401155309055201,0.00035964660529728,2.44657554624e-06,0.000148751793211392,0.00157844898991584,0.000511823604273408,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.68911110,-121.42280560,1926-07-07,2020-09-30,94.2,CA,False
4,1970-10-01,2020-09-30,50.0,0.9,11370500,True,14800.0,37.0,1.3363724622870174,1.2877517325802534,0.7305672952062876,48.32432432432432,74.0,5.513513513513513,218.0,0.5040953038714617,0.7453041716651116,0.6647123343175331,0.415408139622,0.10840368482798401,0.01437363133416,0.0115233708227904,0.003425205764736,0.0,0.0,0.2014510304774016,0.390962772289152,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.60098350,-122.44445530,1938-10-01,2020-09-30,82.0,CA,False
5,1970-10-01,2020-09-30,50.0,0.9,11372000,True,322.0,48.0,0.038346096002049364,0.03539741179526748,0.02048150718534816,37.875,96.0,7.3125,166.0,0.011997624201331861,0.011715327817675123,0.014413371655870548,0.00689100244194371,0.00480398700590592,0.003563343184039089,0.0,0.0,0.0,0.00218540360667888,0.001553330814307776,0.005345846490326214,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51320587,-122.52417950,1940-10-01,2020-09-30,80.0,CA,False
6,1970-10-01,2020-09-30,50.0,0.9,11374000,True,1620.0,49.0,0.2171540510752073,0.21156087979582355,0.14682748664910444,37.183673469387756,98.0,9.285714285714286,152.0,0.06930353385445392,0.06104205987868801,0.05584859163790704,0.018557728587776,0.022052542309972365,0.0061531374987936005,0.0,0.0,0.0,0.0009821253264192,0.024274107044611203,0.05078777170462671,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.50487467,-122.23305770,1949-10-01,2020-09-30,71.0,CA,False
7,1970-10-01,2020-09-30,50.0,0.9,11376000,True,2080.0,49.0,0.29005850724523613,0.2852077967489664,0.19742466614987522,37.183673469387756,98.0,5.8979591836734695,148.0,0.118903571547264,0.10827022523399767,0.09667049102620416,0.0389644339911456,0.022299176895340802,0.018496111129574402,0.0,0.0,0.0,0.0,0.0180455334664752,0.06423779373012149,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38709797,-122.23861190,1940-10-01,2020-09-30,80.0,CA,False
8,1970-10-01,2020-09-30,50.0,0.9,11376550,True,877.0,48.0,0.051804096438029044,0.04673932826504509,0.0296881748471448,37.770833333333336,96.0,8.125,158.0,0.015414684180164352,0.014815917824574719,0.014341406439108096,0.010280388116523168,0.008708907574676312,0.009258759332802001,0.0008355055490409601,0.0,0.00034986030311232003,0.00051622744025664,0.00693114852249792,0.011359529182984133,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39820996,-122.14638690,1961-10-01,2020-09-30,59.0,CA,False
9,1970-10-01,2020-09-30,50.0,0.9,11377100,True,18600.0,46.0,1.9153176223014596,1.8630247293218256,1.1224569487599612,39.54347826086956,92.0,5.195652173913044,153.0,0.6098986626703488,0.6803087768191872,0.7424096425738822,0.54104270651136,0.20876629136065922,0.07945254086414401,0.0,0.0,0.0,0.0,0.1992001809748608,0.34018759193486403,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.28848836,-122.18666450,1900-10-01,2020-09-30,120.0,CA,False
