,analyze_start,analyze_end,analyze_range,quantile,site_no,valid,threshold,hmf_years,annual_hmf,six_mo_hmf,three_mo_hmf,duration,inter_annual,intra_annual,CoM,jan_hmf,feb_hmf,mar_hmf,apr_hmf,may_hmf,jun_hmf,jul_hmf,aug_hmf,sep_hmf,oct_hmf,nov_hmf,dec_hmf,mk_trend,mk_h,mk_p,mk_z,mk_tau,mk_s,mk_var_s,mk_slope,mk_int,dec_lat_va,dec_long_va,data_start,data_end,total_record,State,HCDN_2009
0,1970-10-01,2020-09-30,50.0,0.95,11342000,True,4098.999999999978,48.0,0.15448411971623333,0.1471801232745531,0.09327074857898415,19.041666666666668,96.0,5.375,150.0,0.07031223248641356,0.05667847400928159,0.052093637860211234,0.03053929770342294,0.024306116408008185,0.007244799507526166,0.0,0.0,0.0,0.007564811588974187,0.03981964806542035,0.0437344284246896,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.93959397,-122.41723510,1944-10-01,2020-09-30,76.0,CA,False
1,1970-10-01,2020-09-30,50.0,0.95,11345500,True,277.0,30.0,0.010998906578194752,0.00044152533357811203,2.9929774182336003e-05,30.133333333333333,60.0,2.066666666666667,242.0,0.00044894661273504004,0.0,0.0001957260436992,0.0012849958452307202,0.006287277330466758,0.00735019254522336,0.00047647058763024004,0.00018104659042176,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.23072860,-120.43717260,1928-10-01,2020-09-30,92.0,CA,False
2,1970-10-01,2020-09-30,50.0,0.95,11348500,False,958.0,34.0,0.055251159476946525,0.040578542219415134,0.022029469925075068,26.852941176470587,68.0,3.764705882352941,182.0,0.018278692116031874,0.0232105262863152,0.02184582256316928,0.009813934097011652,0.021945171005886242,0.018438922426181042,0.00023487125243904,0.0,0.0,0.0,0.00506930453180928,0.00712901531980008,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.40600116,-120.92774580,1904-01-01,2020-09-30,116.7,CA,False
3,1970-10-01,2020-09-30,50.0,0.95,11355500,False,223.0,17.0,0.0034539890064564705,0.0009746005646551342,0.0003877102659747388,30.41176470588235,34.0,3.9411764705882355,231.0,0.0007584384193343999,0.00091094162838336,0.0006197991383808001,0.00015963905439216,0.0007900691460393601,0.0019677995316527263,0.00127894736679696,0.0,0.0,0.0001957260436992,0.00249306048161856,0.00039573359460432,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.68911110,-121.42280560,1926-07-07,2020-09-30,94.2,CA,False
4,1970-10-01,2020-09-30,50.0,0.95,11370500,True,20100.0,26.0,1.3381827247338092,1.3185348411163127,0.752811295578048,35.07692307692308,52.0,2.8461538461538463,163.0,0.4651316509640123,0.728834855224896,0.5393965106795328,0.33028769874240005,0.10153288516896,0.0015902741050560002,0.0,0.0,0.0,0.0,0.309002491490112,0.324232424265456,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.60098350,-122.44445530,1938-10-01,2020-09-30,82.0,CA,False
5,1970-10-01,2020-09-30,50.0,0.95,11372000,True,475.9500000000007,47.0,0.028975715564060048,0.02713315006812779,0.015642737741233183,19.4468085106383,94.0,5.617021276595745,164.0,0.012979710872617223,0.01130208228286668,0.01277896822085134,0.006960735776103774,0.004524809734087614,0.002627622136661753,0.0,0.0,0.0,0.0007509151995296969,0.0008195524373173857,0.004735432068027381,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51320587,-122.52417950,1940-10-01,2020-09-30,80.0,CA,False
6,1970-10-01,2020-09-30,50.0,0.95,11374000,True,3040.0,49.0,0.12646348998514562,0.12368837429412481,0.08971842178628023,18.571428571428573,98.0,8.0,147.0,0.052614719201684944,0.03817687989206501,0.0329097472800986,0.017411462637408,0.0165724911063432,0.0017003700046368002,0.0,0.0,0.0,0.0,0.015861964791456,0.03900630638624702,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.50487467,-122.23305770,1949-10-01,2020-09-30,71.0,CA,False
7,1970-10-01,2020-09-30,50.0,0.95,11376000,True,3580.0,43.0,0.22028283453076242,0.21804108856513787,0.1585625611518144,21.232558139534884,86.0,5.372093023255814,145.0,0.1031612171158464,0.09635120689137171,0.06585069290684335,0.0253771048533744,0.01731686171628672,0.0098107679404224,0.0,0.0,0.0,0.0,0.008886506067398402,0.0516105111479328,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38709797,-122.23861190,1940-10-01,2020-09-30,80.0,CA,False
8,1970-10-01,2020-09-30,50.0,0.95,11376550,True,1160.0,45.0,0.035737944529109764,0.03344849350128384,0.0224622819317568,19.8,90.0,6.5777777777777775,148.0,0.015158417490146216,0.012687603324104606,0.009547575722569309,0.0063580382007912,0.007518326653595519,0.006844295090606401,0.0,0.0,0.0,0.0004648493537856,0.005967762351636185,0.009567051376393108,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39820996,-122.14638690,1961-10-01,2020-09-30,59.0,CA,False
9,1970-10-01,2020-09-30,50.0,0.95,11377100,True,32300.0,33.0,1.3700378227026502,1.3570783861728697,0.8321767235250153,27.636363636363637,66.0,4.090909090909091,149.0,0.4206664235800931,0.6492989083762212,0.643752278014464,0.265901985617184,0.0855322810965504,0.0,0.0,0.0,0.0,0.0,0.1224266403338496,0.24516216083041198,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.28848836,-122.18666450,1900-10-01,2020-09-30,120.0,CA,False
