Unnamed: 0,month,00060_Mean,count
0.0,1.0,1.4213625293435903,1106.0
1.0,2.0,1.624648491480672,1227.0
2.0,3.0,1.5463091424900672,1298.0
3.0,4.0,0.7190240872844736,1001.0
4.0,5.0,0.4217651584163136,756.0
5.0,6.0,0.1255827227884992,484.0
6.0,10.0,0.0222393717153216,139.0
7.0,11.0,0.042325756949952,277.0
8.0,12.0,0.9090496099609344,853.0
,7.0,,255.0
,8.0,,114.0
,9.0,,61.0
