Unnamed: 0,month,00060_Mean,count
0.0,1.0,10.22350523507309,36079.0
1.0,2.0,11.115037364122944,39899.0
2.0,3.0,11.034300371097023,47176.0
3.0,4.0,5.470053606283392,43615.0
4.0,5.0,3.4293649431646083,41705.0
5.0,6.0,0.807614587813824,32704.0
6.0,12.0,3.814700591697408,29321.0
,7.0,,21137.0
,8.0,,15412.0
,9.0,,12646.0
,10.0,,12365.0
,11.0,,15607.0
